"名称","住所","天LinkNo","天MTENO","経度","緯度","分類"
"","","408","20","135.920279129229","33.6072937268258","史跡_名勝_天然記念物_点"
"","","408","20","135.887759542132","33.5587095812597","史跡_名勝_天然記念物_点"
"","","409","21","135.934867179001","33.6437210154678","史跡_名勝_天然記念物_点"
"","","409","21","135.889825278506","33.6676811105694","史跡_名勝_天然記念物_点"
"","","395","7","135.900628564593","33.6723176330625","史跡_名勝_天然記念物_点"
"","","36","1","135.205507733821","34.1739417991658","史跡_名勝_天然記念物_点"
"","","254","8","135.307733419346","33.729048008692","史跡_名勝_天然記念物_点"
"","","282","14","135.385957795684","33.7297024414766","史跡_名勝_天然記念物_点"
"","","398","11","135.888218495966","33.6765616316503","史跡_名勝_天然記念物_点"
"","","408","20","135.886204143938","33.6695537353027","史跡_名勝_天然記念物_点"
"","","125","9","135.521308222592","34.2741891643847","史跡_名勝_天然記念物_点"
"","","130","1","135.61721863169","34.2785801800371","史跡_名勝_天然記念物_点"
"","","181","4","135.181358150942","33.9841328475356","史跡_名勝_天然記念物_点"
"","","182","5","135.179718590994","33.9851424269725","史跡_名勝_天然記念物_点"
"","","312","13","135.765239805081","33.8455138316674","史跡_名勝_天然記念物_点"
"","","312","13","135.754653716881","33.8282863438261","史跡_名勝_天然記念物_点"
"","","397","9","135.886959711045","33.6737083914169","史跡_名勝_天然記念物_点"
"","","328","9","135.379455110968","33.6541214569501","史跡_名勝_天然記念物_点"
"","","371","4","135.852195994032","33.7205384582854","史跡_名勝_天然記念物_点"
